제목,날짜,분류,본문
이해찬 “한국당 20조 삭감 주장은 예산안 무너뜨리겠다는 것”,2018-11-07 11:17,정치,"더불어민주당 이해찬 대표가 “내년도 예산안을 20조 삭감하겠다는 야당 주장은 예산안을 무너뜨리겠다는 얘기”라고 비판했다. 이 대표는 7일 당 최고위원회의에 참석해 “내년도 예산안은 함께 잘 사는 포용 국가를 지향하는 예산이라 전년 대비 증가 폭이 좀 높기 때문에 야당에서 여러 가지 비판도 하고 있지만, 여러 가지로 우려스럽다”며 이같이 말했다.            민주당은 정부가 제출한 470조5000억원 규모의 내년도 예산안 원안을 고수하겠다는 입장인 반면, 한국당은 일자리 예산과 남북협력기금 등에 대한 대대적인 삭감을 주장하고 있다. “내년도 예산안은 막대한 국민 세금을 쏟아붓겠다는 ‘세금중독 예산’”(자유한국당 장제원 의원)이라면서다. 구체적인 금액으로는 20조원 삭감 대신 출산을 장려하기 위한 아동수당 지급 확대 등의 이유로 15조원 규모의 증액을 요구하고 있다. 바른미래당도 일자리와 대북사업 관련 예산을 문제 삼아 총 12조원을 삭감하겠다고 벼르고 있다.           이에 대해 이 대표는 “그동안의 예산안 심사(결과)를 보면, 보통 3조 내지 4조 정도의 범위에서 증감해 온 오랜 관행이 있다”며 “(야당에서) 터무니없는 예산 삭감을 주장하고 있다”고 꼬집었다. 다만 이 대표는 “다행스러운 것은 (여야 합의로) 아동수당을 100%로 확대하면서 보편적 복지를 향한 첫걸음을 시작하게 됐다”며 “복지는 시혜가 아니라 모든 사람의 기본권을 보장하는 것인 만큼 중요한 전환”이라고 말했다.            지난해 2018년도 예산은 429조원의 정부 원안에서 1375억원이 순삭감돼 428조8339억원으로 확정됐다. 3조6772억원을 증액하고, 3조6373억원을 감액한 결과다.            2017년도 예산안에 대한 증감 폭은 5조 원대였다. 정부가 제출한 400조7000억원 규모의 예산안은 5조4170억원 증액, 5조5675억원 감액돼 2000억원 순삭감됐다. 2016년도 예산안의 경우 국회 심사 결과 3조5279억원 증액, 3조8281억원 감액돼 386조3997억원으로 최종 확정됐다.           하준호 기자 ha.junho1@joongang.co.kr"
"손학규 “임종석, 눈 아파 선글라스? 자기정치가 문제”",2018-11-07 11:17,정치,"손학규 바른미래당 대표가 7일 ""임종석 청와대 비서실장의 문제는 선글라스가 아니라 자기 정치""라고 주장했다.            앞서 지난 6일 임 비서실장이 국회 운영위원회 국정감사에서 비무장지대(DMZ) 방문 논란에 대해 ""햇빛을 보지 못해 선글라스를 썼다""고 해명한 것을 지적한 것이다.            손 대표는 이날 오전 국회에서 열린 최고위원회의에 참석해 ""임 실장은 눈이 아파서 선글라스를 썼다고 변명하는데, 문제는 선글라스가 아니다""라며 ""비서실장이 국방부 통일부 장관을 대동해 전방 비무장지대를 시찰하고, 청와대 홈페이지에 대통령을 재끼고 나선 '자기정치'가 문제""라고 지적했다.            이어 ""청와대 홈페이지에 본인의 육성으로 직접 나서기도 했다""면서 ""임 실장은 대통령 비서실장이 아니라 남북공동선언추진위원회 위원장 자격으로 장관을 대동했다는데, 비서실장이 추진위원장을 맡는 대통령 권력구조에 문제가 있다는 것을 똑똑히 알기 바란다""고 말했다.             아울러 손 대표는 이날 여·야·정 협의체의 합의 내용과 관련해 ""문재인 정부가 한국경제 위기를 이해하고 한반도 평화체제로 나아가는지 깊은 의문을 품지 않을 수 없다""고 밝혔다.            그는 ""소득주도 성장이 올바른 정책이라며 강경하게 추진하는 과정에서 최저임금의 급격한 인상에 따른 소상공인 자영업자의 부담을 입법 예산으로 보전해주겠다는 것은 언 발에 오줌 누기에 지나지 않는다""고 꼬집으며 이같이 말했다.            그러면서 ""내년도 최저임금 인상은 전체적으로 동결하거나 시행 시기를 늦출 것을 다시 한번 강력히 요청한다""면서 ""문재인 대통령이 결단을 내려 소득주도성장을 폐기하고 내년도 최저임금 인상을 동결해주기 바란다""고 촉구했다.            이민정 기자 lee.minjung2@joongang.co.kr"
해안포 포문을 열어 둔 북한 의도가 궁금…전문가 평가 들어보니,2018-11-07 08:00,정치,지난 1일부터 남북한은 군사분야 긴장 완화를 위한 조치를 시작했다. 이는 지난 9월 19일 남북정상회담에서 판문점 선언 이행을 위한 군사분야 합의서에 서명한 데 따른 구체적인 이행이다. 그러나 북한 황해도 개머리 진지 해안포 일부 포문은 여전히 열려있다. 해안포 포문을 전부 폐쇄 하기로 한 합의와 배치된 행위다. 북한은 뒤늦게 “갱도 안에 해안포가 없다”는 이유를 꺼냈다. 남북 군사 당국이 합의한 긴장 완화 조치를 두고 긍정적 평가와 우려가 동시에 나온다.
"정의용 ""'냉면 목구멍' 발언, 사실이라면 국민감정에 반해""",2018-11-07 01:57,정치,"정의용 청와대 국가안보실장이 최근 논란이 된 이선권 북한 조국평화통일위원장의 '냉면 발언'에 대해 ""해당 논란으로 남북관계 전반을 판단하는 것은 적절치 않다""는 의견을 밝혔다. 정 실장은 6일 국회 운영위원회 국정감사에 출석했다.           이날 정유섭 자유한국당 의원은 지난 9월 남북정상회담 당시 영상을 자료화면으로 틀며 ""옥류관의 다른 테이블과는 달리 이 위원장과 우리 기업 회장들이 함께한 자리는 분위기가 경직돼 있다""고 주장했다. 그러면서 이런 분위기가 이 위원장의 '냉면이 목구멍으로 넘어가느냐'란 발언이 나왔다는 증거라고 덧붙였다.           이에 대해 정 실장은 ""맥락과 배경을 정확히 모르는 상황에서 한사람 발언에 대한 추측으로 남북관계 전반을 판단한다는 것은 아주 적절치 않다""고 답했다.            또 윤재옥 한국당 의원이 ""이 위원장의 냉면 발언은 남북관계 진전을 위해서 국민이 참을 수 있는 한계를 벗어났다""고 지적하자 정 실장은 ""그게 사실이라면 국민감정에 반하는 것""이라고 설명했다.           정 실장은 또 '북한 비핵화 문제에서 우리는 북한이 폐기하고 싶으면 폐기하라는 입장을 보인다'는 정 의원의 주장에 ""현재 상황은 과거와 다르다""며 ""과거에는 실무급에서 비핵화 협상을 했으나, 이번에는 남북미 정상이 한반도 비핵화 문제를 세계에 약속한 '톱다운' 방식으로 하고 있다""고 설명했다.            또 ""북한의 처분만을 바라보고 있지 않고, 군사대비 태세를 충분히 갖추고 있다""고도 말했다. 그러면서 문재인정부가 과거 정부에 비해 국방예산을 더 많이 올렸다는 점을 강조했다.           북한 측의 핵물질과 핵무기, 운반수단 리스트 신고 문제에 대해서는 ""북한은 비핵화 과정에서 신고가 필요한 과정이라는 것을 잘 알고 있다""고 답했다.            정 실장은 문 대통령의 방미 당시 인터뷰를 인용해 ""김정은 북한 국무위원장은 '북미 간 신뢰가 구축되지 않은 상황에서 핵물질과 핵무기, 운반수단 리스트를 신고하라는 것은 북한 입장에서 공격목표를 제출하라는 것과 마찬가지'라는 얘기를 했다""고 설명하며 ""(신고) 절차를 취하려면 당사자 간 신뢰가 구축돼야 해 북미 간에 그런 방향으로 협의가 되고 있다""고 덧붙였다.           올해 종전선언 목표에 관해서는 ""정부는 가급적 판문점선언 약속처럼 올해 안에 종전선언이 가능하도록 관련 국가와 협의하고 있다""고 답변했다. 그는 '종전선언이 정상급이 아니라 실무급에서 가능하다는 보도가 있다'는 질문에는 ""형식도 상당히 오픈돼(열려) 있다""고 밝혔다.           정은혜 기자 jeong.eunhye1@joongang.co.kr"
[서소문 포럼] 권위주의 정권 빼닮은 사립유치원 대책,2018-11-07 00:31,사설·칼럼,"1970년대 ‘박통’의 핵무기 독자개발 염원과 80년대 ‘전통’의 유별난 유치원 사랑에 공통점이 있다. 북한과의 경쟁이 기폭제가 됐다는 점이다.           “북한의 국력이 남한과 비교도 안 되는데 유치원 수가 북한보다 적다는 게 말이 되느냐?”           전두환 대통령이 1980년 집권 초 남북한 비교 보고서를 들추다가 던진 이 말이 유치원 증설의 시발탄이 됐다. 재정은 부족한데 유치원 수를 빨리 늘리려니 사립의 설립 문턱을 낮추고 사설학원과 무허가 유치원에 인가를 남발했다. 861곳이던 유치원은 1987년까지 집권 7년간 4배 가까이(3233개) 급증했다. 유치원 부실화가 걱정됐지만 “한다면 한다”가 통하는 권위주의 군사독재 시절이었다.           ‘부실 유치원’ 탄생기에 이어 이명박 대통령 시절인 2012년은 ‘비리 유치원’ 탄생의 원년쯤 된다. 저출산 극복을 위한 무상보육과 누리과정은 나름의 의미가 있었지만, 연 2조원쯤 되는 거액의 예산이 유치원마다 평균 4억원씩 별 준비 없이 쏟아지면서 사달이 났다. 이따금 감사해 보면 불투명 회계의 비상등이 곳곳에서 켜졌지만, 당국은 덮어두기 일쑤였다. 국회의원·교육감 할 것 없이 막강한 학부모 표심을 의식해 비리에 애써 눈감았다. 개혁에 차일피일하다가 지난달 정기국회 국정감사에서 한꺼번에 터져버렸다.           세금으로 오피스텔과 승용차·명품가방까지 샀다는 극단적 사례가 공분을 사면서 유치원생의 75%를 책임지는 사립유치원 전체가 비리 집단으로 찍혔다. 유은혜 사회부총리 겸 교육부장관이 지난달 내놓은 고강도 공공화 방안 가운데 사립유치원들이 가장 두려워하는 대목은 사유재산 문제다. “사립유치원의 법인화는 땅·건물 같은 사유재산을 국가에 헌납하는 것과 다름없다”고 극력 반발한다. 하지만 조희연 서울시 교육감은 6일 “원아 200명 이상 대형 유치원은 법인화를 강제적으로 해야 한다”고 공언해 불난 데 기름을 부었다.           3000명이 가입한 전국 사립유치원장 단체카톡방에는 “선장(정부를 지칭) 말 듣지 말고 유리창 깨고 빨리 세월호를 탈출(유치원 폐원)하라”는 격문이 이날 떴다. 머뭇거리다 폐원 기준이라도 강화되면 개인재산 찾아갈 기회가 사라진다는 경고다. 이미 당국의 전방위 압박에 폐원은 쉽지 않다. 공정거래위원회·국세청 같은 사정 기관이 조사의 칼날을 벼리고 있다. 문 닫는다는 소문이라도 난 유치원엔 교육청 사람이 들이닥쳐 어른다. 한편에서 국민권익위원회는 최대 2억원 포상금을 내걸고 사립유치원 비리 신고를 석 달간 받고 있다. 이만한 우범집단이 따로 없어 보일 정도다.           폭발 직전의 살벌한 심경을 아는지 모르는지 당국은 사립유치원과의 대화 문을 걸어 잠그고 백기 투항을 종용한다. 유 부총리는 “공공성 강화 방안을 들고 오기 전엔 사립유치원과 대화하지 않을 것”이라고 못 박았다. “비핵화 이전에라도 경제제재를 완화하자” 는 문재인 대통령의 유연한 대북 정책과는 사뭇 어울리지 않는 불통의 강수다.           사립유치원에 대한 국민감정이 동정적이지만은 않다. 여유 계층이 많은 사업이면서도 툭하면 집단행동으로 정치권이나 학부모를 몰아붙이는 인상을 지우지 못했다. 요는 대한민국 경제처럼 사립유치원도 압축성장의 홍역을 앓는 중이다. 1980년대 전두환 시절 우후죽순 생겨나 학교인지 학원인지, 보육사업인지 교육사업이지 헷갈리는 구조를 이후 정권들이 40년 가까이 폭탄 돌리기 하며 방치했다. 사립유치원을 둘러싼 갈등을 단지 설립자의 돈벌이 욕심으로만 모는 것이 단견인 까닭이다. ‘정치하는 엄마’ 들도 채근의 표적을 유치원에서 교육부 쪽으로 돌리고 있다.           그토록 공론화 애용하는 정부가 이런 첨예한 갈등 사안에 왜 공론화위원회 하나 도입하지 않는지 의아하다. 촛불로 탄생한 정부다. 사립유치원 제자리 잡기에 옛 권위주의 정권의 “한다면 한다” 식 밀어붙이기를 답습하면 곤란하지 않은가.           홍승일 중앙일보디자인 대표"
"정의용 “北, 열린 포문에 해안포 없다 해명…최종 검증할 것”",2018-11-07 00:24,정치,정의용 청와대 국가안보실장이 6일 북한 황해도 개머리지역 해안포 1개의 포문이 계속 열려있는 것과 관련해 북한이 포문 안에 해안포가 없다고 밝혀왔다고 전했다.           정 실장은 이날 국회 운영위 국정감사에 출석해 “개머리지역에 포문 하나가 열려있어 북한 측에 해명하라고 했다”며 이에 “북측은 ‘갱도 안에 해안포가 없다’고 설명했다”고 말했다.           그러면서 정 실장은 북측의 해명이 맞는지 “최종적으로 검증할 예정”이라고 강조했다.           남북은 지난 ‘9·19 군사합의서’에 따라 이달부터 서해 완충수역 일대의 모든 해안포 포문을 폐쇄하기로 했었다.             하지만 북한 개머리지역의 해안포 1개 포문이 열린 채 방치돼 있어 국방부는 지난 1일 북측에 통지문을 보내 포문 폐쇄를 요구했다.           이에 북측은 상부에 보고해 필요한 조처를 하겠다고 응답한 것으로 알려졌다.           박광수 기자 park.kwangsoo@joongang.co.kr
김정은 “미국에 핵리스트 주는 건 공격 목표 리스트 주는 것”,2018-11-07 00:03,정치,"김정은 북한 국무위원장이 지난 9월 평양 정상회담 때 문재인 대통령에게 “북·미 간 신뢰가 아직 구축되지 않은 상황에서 핵물질·무기, 운반 수단의 리스트를 신고하라는 것은 우리 입장에서 보면 공격 목표 리스트를 제출하라는 것과 마찬가지”라고 말했다고 6일 정의용 청와대 국가안보실장이 밝혔다.           정 실장은 이날 국회 운영위원회 국정감사에서 “문 대통령이 정상회담 이후 미국을 방문했을 때 현지 언론과의 인터뷰에서 김 위원장이 한 얘기를 소개한 적이 있다”며 이같이 말했다. 김정은이 직접 ‘미 측의 보상 전 핵 리스트를 제출할 수 없다’는 취지로 말했다는 것이다. 정 실장은 “북한도 핵 리스트 신고를 매우 중요한 (비핵화) 단계라고 인식하고 있다”며 “다만 (신고) 절차들은 당사자 간 확실한 신뢰조치가 먼저 구축돼야 한다”고 말했다.           이날 운영위 감사에선 임종석 대통령 비서실장도 출석해 “스티븐 비건 미국 국무부 대북정책특별대표가 지난달 29일 면담에서 남북 간에 진행되는 모든 정보가 본인에게 업데이트되도록 도와 달라는 말을 가장 많이 했다”고 밝혔다.                 임 실장은 “비건 대표가 했던 얘기는 북·미 간 논의가 매우 중요한 시점이니 한·미 간에 조금 더 긴밀하게 조율해 나가는 내용이 핵심”이라고 덧붙였다.           임 실장이 소개한 비건 대표의 발언은 남북협력 등과 관련, 미국 측이 청와대와의 소통에서 엇박자를 내고 있음을 우회적으로 드러낸 것으로 풀이된다. 비건 대표 방한 때 합의된 한·미 간 워킹 그룹은 출범 목적 중 하나로 ‘유엔 대북제재를 준수하는 남북 협력에 대한 긴밀한 한·미 간 조율 강화’ 를 명시했다.           임 실장은 워킹 그룹과 관련해 “남북 간에 우리가 갖고 있는 정보를 공유하고 남북 간에 진행되는 사업을 잘 이행되도록 지원하겠다는 취지가 가장 중요하다”고 설명했다. 다만 임 실장은 “비건 대표가 현재 문재인 정부의 대북 경제 지원에 대해 우려를 표명했냐”는 김성태 자유한국당 원내대표의 질의에는 “그렇지 않다”고 답했다.           이날 국감에선 임 실장의 ‘선글라스 시찰’도 논란이 됐다. 임 실장은 지난달 17일 남북 공동선언 이행추진위원장 자격으로 비무장지대(DMZ)를 방문했는데, 당시 선글라스를 낀 채 국정원장, 국방부 장관 등을 대동해 논란이 됐다.           김 원내대표는 “비서실장이 되면 대통령 부재 중에 청와대를 지키는 역할을 해야 한다는 건 문 대통령의 자서전인 『운명』에 나오는 구절인데, 당시 문 대통령은 유럽 순방 중이었다”며 “대통령이 귀국하고 난 후에 위원장으로 장관, 차관, 국정원장을 데리고 폼을 잡더라도 잡았어야 했다”고 비판했다.           임 실장은 “이행추진위 회의에서 10월 중 군사부문 합의 현장을 점검·격려하기로 결정해 위원회가 같이 가게 된 것”이라며 “비서실장이 장관들을 대동하고 갔다는 표현은 적절한 설명이 아니다”고 반박했다. 다만 ‘선글라스 시찰’ 논란에 대해선 “제가 햇빛에 좀 약해서 눈을 잘 뜨지 못한다”며 “선글라스를 국군의날에도 끼고, 현충일 행사 때도 이동할 때 꼈는데 이번에 오해를 받은 만큼 더 옷깃을 여미는 계기로 삼겠다”고 말했다.           북한 이선권 조국평화통일위원장의 ‘냉면 발언’도 도마 위에 올랐다. 정유섭 한국당 의원은  “(이 위원장의 발언은) 핵무기를 가진 자의 오만”이라며 “북한이 언제 핵무기를 휘두를지 모른다”고 말했다.           이에 정의용 실장은 “북한의 특정 인사의 발언과 관련해 맥락, 배경에 대해 정확히 모르는 상태에서 한 사람의 발언에 대한 추측을 갖고 남북관계의 전반을 판단하는 것은 아주 적절하지 않다”고 답했다.           또한 정 실장은 “올해 안에 종전선언이 가능하도록 관련국들과 협의를 진행하고 있다”고도 했다.             안효성 기자 hyoza@joongang.co.kr"
북한 이종혁·김성혜 포함 고위급 7명 내주 경기도 온다,2018-11-07 00:02,정치,"북한 고위 인사 7명이 다음주 경기도에서 주최하는 국제학술회의에 참석하기 위해 방한(방남)할 예정이라고 정부 당국자가 5일 밝혔다. 이 당국자는 “이화영 경기도 평화부지사가 주축이 된 경기도의 대북사업팀이 그동안 북측과 지속적인 접촉을 진행해 왔다”며 “북측이 경기도의 제안을 받아들여 국제학술회의에 고위급 대표단을 파견하기로 한 것으로 안다”고 말했다.           경기도는 오는 14일부터 17일까지 태평양전쟁 당시 일본의 강제동원 진상규명을 촉구하고 아태 지역의 평화 교류를 논의하는 ‘아시아·태평양 평화번영을 위한 국제대회’를 개최할 예정이다. 이를 위해 경기도 측은 북측과 그동안 직접 만나거나 팩스 등을 통해 협의를 진행했고, 북측은 최근 이종혁 북한 아시아·태평양평화위원회 부위원장을 단장으로 김성혜 통일전선부 실장 등을 파견키로 결정한 것으로 파악됐다. 경기도는 이날 북측 인사들의 방한을 위에 통일부에 북측 인사의 ‘방남 승인 신청서’를 접수시켰다.           북측의 고위급 대표단 파견은 남북 국회회담이나 철도·도로 연결을 위한 현지조사 등이 미뤄지고 있는 가운데 진행되는 것이어서 주목된다. 특히 북한이 미국과 고위급 회담(미국 현지시간 8일)을 앞둔 시점에 중국·러시아·쿠바 등 전통적 우방국과 친선을 강화하며, 동시에 남북관계의 끈을 놓지 않겠다는 뜻으로 읽힌다. 자칫 북·미 협상이 꼬일 경우에도 남북관계를 진전시키겠다는 의지이자 ‘다른’ 돌파구를 찾을 수 있다는 사실을 암시해 미국을 압박하려는 차원일 수 있기 때문이다. 이번 대표단에 북한의 대외 경제를 담당하는 이용남 내각 부총리를 파견키로 한 것도 같은 맥락이다.           김성혜 실장은 지난 2월 김정은 국무위원장의 특사로 서울에 왔던 김여정 당 제1부부장을 수행했고, 김영철 노동당 부위원장의 지난 5월 미국 방문 때도 함께한 대남·대미 정책의 핵심 실무자다. 따라서 북측 대표단이 방한 기간 청와대나 정부 고위 당국자들과의 접촉 가능성도 제기되고 있다. 정부 당국자는 그러나 “이들의 방한 여부는 최종 확정된 게 아니고 경기도 차원의 행사에 참여하는 것”이라며 “이들과의 접촉 일정은 아직 정해진 게 없다”고 말했다.            정용수 기자 nkys@joongang.co.kr"
“로타리 세계대회 2027년 부산 유치 기대 … 남북 평화 구축 돕겠다”,2018-11-07 00:02,사회,"“봉사하는 사람들이 많을수록 세상은 빠르게 진일보할 것이다.”           전 세계에 123만명의 회원을 보유한 국제로타리를 이끄는 배리 래신(Barry Rassin·사진) 회장이 6일 부산을 방문한 자리에서 강조한 말이다. 1905년 설립된 국제로타리는 세계 최대의 민간 봉사단체다.           래신 회장은 부산 해운대그랜드호텔에서 6~8일 열리는 한국로타리 부산연수회를 주재하고 봉사를 격려하기 위해 한국을 찾았다.           6일 오후 가진 기자회견에서 래신 회장은 로타리가 추구하는 6대 분야 봉사 가운데 평화를 강조했다. 6대 분야는 평화구축, 질병 예방, 깨끗한 식수공급, 모자보건의 향상, 문맹 퇴치, 지역사회 경제 향상이다.           그는 “분단국가인 한국에서 평화의 진보가 이뤄지는 것에 관심을 갖고 예의주시하고 있다”며 “한국 로타리안들이 평화 구축에 할 수 있는 일이 있다면 국제로타리가 함께 도울 것”이라고 말했다. 로타리가 북한을 지원할 수 있냐는 질문에는 “로타리는 정치 이념을 초월한 단체”라며 “평화를 위해 로타리가 어떻게 하면 도울 수 있을지 고민하겠다”고 에둘러 답했다.           래신 회장은 한국로타리의 리더십을 높게 평가했다. 그는 “한국로타리는 세계 회원 규모 4위이며, 기부금은 2~3위 수준”이라며 “한국로타리 결성 100주년이 되는 2027년 부산에서 세계대회를 유치할 수 있도록 지원하겠다”고 강조했다.           소아마비 퇴치는 국제로타리의 대표적인 성과로 꼽힌다. 1985년부터 32년 동안 국제로타리 주도로 전세계 아이들에게 소아마비 백신을 투여한 결과 소아마비 발병국은 2018년 현재 파키스탄과 아프가니스탄 2개국으로 줄었다. 현재 두 나라는 25명의 소아마비 환자가 있다고 한다. 국제로타리가 소아마비 퇴치 운동 이전에는 매년 35만명의 아이가 소아마비에 걸렸다고 한다. 래신 회장은 “파키스탄과 아프가니스탄에서 3년간 소아마비가 발병하지 않아야 완전한 퇴치 공인을 받을 수 있다”며 “퇴치 공인을 받을 때까지 다음번 주력 사업에 대해서는 말하지 않겠다”고 말했다. 바하마 출신인 래신 회장은 2010년 아이티 지진 구호에 앞장선 공로를 인정받아 로타리에서 최고 영예인 ‘초아의봉사상’을 수상하기도 했다. 2017년 9월 회장에 취임했다.           부산=이은지 기자 lee.eunji2@joongang.co.kr"
흉물 방치 뒤 완공까지 24년···北 105층 유경호텔 트라우마,2018-11-07 00:02,평양&amp;,대북 제재의 고삐가 쉽게 풀리지 않고 있다. 미국과 국제사회가 북한 김정은 체제의 ‘비핵화’ 이행 의지가 시원치 않다는 판단을 내린 때문이다. 제재의 뒷문이 열려있다는 일각의 지적에도 불구하고 평양 내부에서는 고통을 호소하는 목소리가 다시 높아지고 있다는 말이 흘러나온다. 제재 해제에 대한 기대가 실망감으로 바뀌고 있다고 한다. 올겨울 노동당과 군부의 외화벌이 기관은 물론 파워엘리트 집단에게 힘든 시기가 될 것이란 관측도 제기된다. 이런 가운데 제재 완화나 해제를 준비하는 북한 내부의 움직임도 포착되고 있다. 해외투자 유치를 위한 전용 인터넷 사이트가 등장해 주요 대상 사업과 법 제도 등을 상세하게 소개하고 있다. 특히 중소 규모 호텔 리모델링 등 외국 관광객 방문 대비에 초점이 맞춰져 눈길을 끈다.
"“남북 교류, 출발은 태권도가 맡겠다”",2018-11-07 00:02,스포츠,"“남과 북의 태권도를 하나로 만드는 작업이 남북이 하나 되는 출발점 역할을 할 겁니다. 향후 태권도가 만들어낼 엄청난 기적의 불씨를 직접 보고 왔습니다.”           조정원(71) 세계태권도연맹(WT) 총재의 얼굴은 미소로 가득했다. 북한 기반의 국제태권도연맹(ITF) 초청으로 지난달 31일부터 지난 3일까지 WT 태권도 시범단과 함께 3박4일간 평양에 머무는 동안 ‘남북 태권도 통일’에 대해 의미 있는 진전을 이뤄냈기 때문이다.           지난 5일 서울 효자동 세계태권도연맹 사무실에서 만난 조 총재는 “태권도가 한반도 긴장 완화에 기여할 수 있다는 것을 확인한 출장이었다”면서 “남과 북이 종주국의 자부심을 가지고 함께 키워온 무도인 만큼, 힘과 뜻을 모을 수 있는 영역이 무궁무진하다”고 했다. 조 총재는 지난 2일 이용선 ITF 총재와 평양 양각도국제호텔에서 회담을 갖고 ‘태권도 통합 및 발전을 위한 평양 합의서’를 채택했다.            합의서는 ^WT와 ITF의 통합을 준비할 공동 기구를 발족하고 ^양측 태권도 시범단이 합동시범단을 구성해 월드 투어를 진행하고 ^국제대회를 공동 개최하고 ^서로 다른 규칙과 용어를 통일하기 위해 남ㆍ북 선수들의 합동 훈련을 진행한다는 등의 내용을 담았다. 아울러 두 단체가 ^서로의 단증과 심판자격증을 상호 인정하는 한편 ^태권도를 유네스코(UNESCOㆍ유엔교육과학문화기구) 지정 세계문화유산에 등재시키기 위해 힘을 모으기로 했다. 여러 합의 사항을 실천하기 위해 향후 매달 한 번씩 실무회의를 연다.           조 총재는 올 연말까지 사전정지작업을 마무리지은 뒤 내년부터 WT와 ITF 통합에 가속도를 낸다는 구상이다. 2019년이 태권도가 올림픽 정식 종목군에 이름을 올린지 25주년이 되는 해라는 점에 착안했다. 태권도는 지난 1994년 스위스 로잔에서 열린 국제올림픽위원회(IOC) 총회에서 2000년 시드니 올림픽 정식 종목으로 채택돼 ‘올림픽 가족’ 자격을 얻었다.            조 총재는 “25년 전 올림픽 종목에 이름을 올린 이후 태권도는 비약적인 발전을 이뤘다. 종주국인 대한민국의 위상도 함께 올라갔다”면서 “이젠 ‘하나된 태권도’로 새로운 25년을 준비할 때다. 이번에도 태권도가 기폭제 역할을 맡아 남과 북의 스포츠는 물론, 두 나라 교류 확대까지 이뤄내길 희망한다”고 강조했다.            직접 방문한 건 처음이지만, 평양은 조 총재에겐 고향 만큼이나 친근한 장소다. 평안북도 운산군에서 태어난 조 총재의 부친(故 조영식 박사)은 평양에서 중ㆍ고교를 나온 뒤 평양서문여고에서 교편을 잡았다. 당시의 경험을 바탕으로 월남 이후 경희대학교를 세웠다.            조 총재는 ""어린 시절 부친으로부터 예전 평양에 대한 이야기를 자주 들었다""면서 ""서문여고 근처에 서문시장이 있다는 이야기를 들은 기억이 나 찾아가보려 했지만, 해당 지역 일대가 재개발돼 옛 흔적을 찾을 수 없다는 소식을 전해듣고 단념했다""며 아쉬워했다.           조 총재는 “나는 서울에서 태어났지만, 집안 어른들의 영향을 받아 평안도 음식과 사투리에 익숙했다. 평양에서 식사하던 중 어린 시절 먹어 본 ‘김치말이(시원한 동치미 국물에 찬밥과 빈대떡을 말아 먹는 평안도 음식)’가 떠올라 식당 관계자에게 ‘한 그릇 만들어달라’고 부탁했더니 동석한 북한 관계자들이 ‘김치말이는 우리쪽 음식인데 어찌 아느냐’며 신기해했다. 이후 대화가 한결 부드러워졌다”는 에피소드를 전했다.           “WT는 태권도박애재단(THF)을 통해 전 세계 난민들과 저개발국 구호 대상자들을 돕는다. 이를 통해 ‘태권도는 지구촌의 친구’라는 인식을 심었다”고 강조한 조 총재는 “이제는 세계 평화에 기여할 때다. WT가 ‘평화는 개선보다 귀하다(Peace is more precious than Triumph)’를 캐치프레이즈로 정한 건 태권도가 한반도 평화 정착에 앞장선다는 의지의 표현”이라고 강조했다. 송지훈 기자 milkyman@joongang.co.kr"
